,Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,Hours physical restraint rate per 1000,Hours physical restraint,Total inpatient hours,Hours seclusion rate per 1000,Hours seclusion,Total inpatient hours,Discharged 2+ meds %,Discharged 2+ meds with justification,Discharged 2+ meds total,Post discharge continuing care plan %,Post discharge continuing care plan created,Total discharge patients,Continuing care plan sent to next provider %,Continuing care plan sent to next provider,Total continuing care plans,Alcohol Screen Complete %,Alcohol Screen Numerator,Alcohol Screen Denominator,TOB-1_%,TOB-1_Numerator,TOB-1_Denominator,Tobacco Use Screen %,TOB-2_Numerator,TOB-2/-2a_Denominator,TOB-2a_%,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR Use,HIE_Response,Start_Date,End_Date,% Patients Follow Up Care within 30 days,FUH-30_Numerator,FUH-30_Denominator,% Patients Follow Up Care within 7 days for mental illness,FUH-7_Numerator,FUH-7_Denominator,FUH_Measure_Start_Date,FUH_Measure_End_Date,IMM-2_%,IMM-2_Numerator,IMM-2_Denominator,HCP_%,HCP_Numerator,HCP_Denominator,Flu_Season_Start_Date,Flu_Season_End_Date
51,30011,ST JOSEPH'S HOSPITAL,350 N. WILMOT RD. ,TUCSON,AZ,85711,Pima,0.02,2.92,5632.0,0.0,0,5632,,Not Available,Not Available,100.00%,218,218,100.00%,218,218,99.76%,409,410,99.75%,398,399,23.35%,53,227,22.03%,50,227,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,70.37%,19,27,51.85%,14,27,07/01/2014,06/30/2015,83.44%,262,314,100,213,213,10/01/2015,03/31/2016
52,30022,MARICOPA MEDICAL CENTER,2601 EAST ROOSEVELT STREET ,PHOENIX,AZ,85008,Maricopa,2.53,3977.64,65463.0,1.48,2321.61,65463,56.52,26,46,94.30%,596,632,91.30%,577,632,98.37%,662,673,86.89%,590,679,11.64%,39,335,7.16%,24,335,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,34.76%,73,210,26.67%,56,210,07/01/2014,06/30/2015,93.09%,310,333,96,724,754,10/01/2015,03/31/2016
53,30023,FLAGSTAFF MEDICAL CENTER,1200 N. BEAVER STREET ,FLAGSTAFF,AZ,86002,Coconino,0.08,13.5,6633.0,0.09,14.1,6633,,Not Available,Not Available,100.00%,373,373,97.05%,362,373,95.11%,428,450,99.78%,449,450,68.21%,103,151,39.07%,59,151,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,59.57%,28,47,36.17%,17,47,07/01/2014,06/30/2015,98.80%,328,332,84,76,90,10/01/2015,03/31/2016
54,30037,ST LUKE'S MEDICAL CENTER,1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,0.0,0.0,12182.0,0.0,0,12182,,Not Available,Not Available,93.13%,583,626,85.78%,537,626,93.22%,632,678,80.83%,548,678,58.93%,66,112,0.00%,0,112,No,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,51.50%,86,167,29.94%,50,167,07/01/2014,06/30/2015,88.65%,328,370,51,502,992,10/01/2015,03/31/2016
55,30043,CANYON VISTA MEDICAL CENTER,5700 EAST HIGHWAY 90 ,SIERRA VISTA,AZ,85635,Cochise,0.01,0.83,2942.0,0.01,.5,2942,,Not Available,Not Available,62.30%,119,191,54.45%,104,191,26.24%,74,282,91.13%,257,282,21.01%,25,119,10.08%,12,119,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,99.68%,308,309,93,100,107,10/01/2015,03/31/2016
56,30089,BANNER THUNDERBIRD MEDICAL CENTER,5555 W. THUNDERBIRD RD. ,GLENDALE,AZ,85306,Not Available,0.07,31.73,18405.0,0.01,2.23,18405,,Not Available,Not Available,95.94%,378,394,94.92%,374,394,99.46%,552,555,97.31%,542,557,36.18%,110,304,24.67%,75,304,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,50.00%,40,80,32.50%,26,80,07/01/2014,06/30/2015,96.03%,145,151,97,86,89,10/01/2015,03/31/2016
57,30093,BANNER DEL E. WEBB MEDICAL CENTER,1400 S. DOBSON ROAD ,MESA,AZ,85202,Maricopa,0.01,3.95,11427.0,0.0,0,11456,,Not Available,Not Available,92.37%,363,393,90.91%,360,396,97.89%,650,664,96.64%,632,654,16.79%,22,131,0.00%,0,131,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,73.58%,78,106,33.96%,36,106,07/01/2014,06/30/2015,96.44%,217,225,98,118,120,10/01/2015,03/31/2016
58,30111,BANNER-UNIVERSITY MEDICAL CENTER SOUTH CAMPUS,2800 EAST AJO WAY ,TUCSON,AZ,85713,Pima,0.1,48.79,19719.0,0.14,67.63,19719,0.0,0,12,53.62%,215,401,53.12%,213,401,89.12%,672,754,95.54%,107,112,19.67%,12,61,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,48.08%,25,52,36.54%,19,52,07/01/2014,06/30/2015,77.64%,125,161,93,100,108,10/01/2015,03/31/2016
59,30114,ORO VALLEY HOSPITAL,1551 EAST TANGERINE ROAD ,ORO VALLEY,AZ,85755,Pima,0.0,0.0,2017.0,0.0,0,2017,,Not Available,Not Available,100.00%,178,178,98.31%,175,178,97.65%,166,170,88.10%,148,168,37.21%,16,43,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,64.41%,38,59,37.29%,22,59,07/01/2014,06/30/2015,98.15%,106,108,53,50,95,10/01/2015,03/31/2016
60,30121,"MOUNTAIN VISTA MEDICAL CENTER, LP",1301 SOUTH CRISMON ROAD ,MESA,AZ,85209,Maricopa,0.0,0.0,6621.0,0.0,0,6621,,Not Available,Not Available,89.97%,314,349,75.36%,263,349,76.25%,228,299,75.00%,234,312,59.38%,19,32,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,50.59%,43,85,28.24%,24,85,07/01/2014,06/30/2015,87.21%,150,172,84,31,37,10/01/2015,03/31/2016
61,34004,BANNER BEHAVIORAL HEALTH HOSPITAL,7575 E. EARLL DR. ,SCOTTSDALE,AZ,85251,Not Available,0.04,32.34,32387.0,0.01,9.09,32387,,Not Available,Not Available,94.57%,662,700,93.71%,656,700,93.11%,419,450,99.54%,432,434,22.86%,56,245,16.33%,40,245,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,49.33%,37,75,40.00%,30,75,07/01/2014,06/30/2015,94.74%,180,190,96,315,329,10/01/2015,03/31/2016
62,34013,"ST. LUKE'S BEHAVIORAL HOSPITAL, LP",1800 E. VAN BUREN ST. ,PHOENIX,AZ,85006,Not Available,0.07,80.23,45697.0,0.15,164.14,45697,61.0,61,100,93.19%,1286,1380,83.55%,1153,1380,97.12%,809,833,93.50%,777,831,77.85%,239,307,Not Available,Not Available,Not Available,No,Non-Certified EHR Technology,No,01/01/2015,12/31/2015,46.80%,139,297,31.31%,93,297,07/01/2014,06/30/2015,91.90%,465,506,92,441,481,10/01/2015,03/31/2016
63,34020,HAVEN SENIOR HORIZONS,"1201 SOUTH 7TH AVENUE, STE. 200 ",PHOENIX,AZ,85007,Maricopa,0.0,0.03,5203.0,0.0,0,5203,,Not Available,Not Available,98.04%,300,306,88.56%,271,306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,43.06%,31,72,18.06%,13,72,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,26,32,121,10/01/2015,03/31/2016
64,34021,ARIZONA STATE HOSPITAL,2500 EAST VAN BUREN STREET ,PHOENIX,AZ,85008,Maricopa,1.0,610.05,25321.0,0.18,111.1,25321,,Not Available,Not Available,100.00%,18,18,100.00%,18,18,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,43,296,692,10/01/2015,03/31/2016
65,34022,SONORA BEHAVIORAL HEALTH HOSPITAL,6050 NORTH CORONA ROAD ,TUCSON,AZ,85704,Pima,0.06,30.0,22218.0,0.03,15,22218,6.4,21,328,100.00%,740,740,99.86%,739,740,97.10%,335,345,97.10%,335,345,98.95%,189,191,74.35%,142,191,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,47.66%,51,107,37.38%,40,107,07/01/2014,06/30/2015,36.49%,54,148,55,135,244,10/01/2015,03/31/2016
66,34023,"GUIDANCE CENTER, THE",2187 NORTH VICKEY STREET ,FLAGSTAFF,AZ,86004,Coconino,0.01,0.68,3600.0,0.06,5.5,3600,97.73,129,132,99.00%,592,598,96.66%,578,598,100.00%,598,598,100.00%,598,598,66.20%,143,216,12.96%,28,216,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,50.00%,27,54,31.48%,17,54,07/01/2014,06/30/2015,0.00%,0,300,78,89,114,10/01/2015,03/31/2016
67,34024,AURORA BEHAVIORAL HEALTH SYSTEM,6015 WEST PEORIA  AVENUE ,GLENDALE,AZ,85302,Maricopa,0.01,7.69,33321.0,0.0,0,33321,76.19,16,21,26.80%,959,3578,25.85%,925,3578,22.95%,675,2941,20.40%,600,2941,99.05%,312,315,Not Available,Not Available,Not Available,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,53.05%,87,164,31.10%,51,164,07/01/2014,06/30/2015,9.95%,185,1859,33,124,372,10/01/2015,03/31/2016
68,34025,WINDHAVEN PSYCHIATRIC HOSPITAL,3347 NORTH WINDSONG DRIVE ,PRESCOTT VALLEY,AZ,86314,Yavapai,0.01,1.56,4899.0,0.02,1.86,4899,,Not Available,Not Available,100.00%,205,205,100.00%,205,205,0.00%,0,579,95.85%,555,579,0.00%,0,359,0.00%,0,359,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,47.69%,31,65,27.69%,18,65,07/01/2014,06/30/2015,46.76%,159,340,48,21,44,10/01/2015,03/31/2016
69,34026,VALLEY HOSPITAL,3550 EAST PINCHOT AVENUE ,PHOENIX,AZ,85018,Maricopa,0.01,8.85,40103.0,0.0,0,40103,100.0,16,16,100.00%,891,891,99.33%,885,891,99.87%,762,763,100.00%,763,763,100.00%,432,432,37.96%,164,432,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.63%,140,266,40.23%,107,266,07/01/2014,06/30/2015,90.46%,332,367,66,281,428,10/01/2015,03/31/2016
70,34027,CHANGEPOINT PSYCHIATRIC HOSPITAL,1920 WEST COMMERCE DRIVE ,LAKESIDE,AZ,85929,Navajo,0.66,60.3,3798.0,0.88,79.9,3798,100.0,91,91,93.60%,614,656,98.48%,646,656,0.00%,0,654,100.00%,654,654,100.00%,490,490,90.00%,441,490,No,Paper or Other Form,No,01/01/2015,12/31/2015,59.46%,22,37,29.73%,11,37,07/01/2014,06/30/2015,0.00%,0,328,78,73,94,10/01/2015,03/31/2016
71,34028,AURORA BEHAVIORAL HEALTHCARE-TEMPE,6350 SOUTH MAPLE AVENUE ,TEMPE,AZ,85283,Maricopa,0.02,11.22,24855.0,0.0,0,24855,,Not Available,Not Available,17.76%,496,2793,21.98%,614,2793,27.53%,479,1740,28.85%,506,1754,91.76%,167,182,8.79%,16,182,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,46.67%,35,75,30.67%,23,75,07/01/2014,06/30/2015,7.16%,103,1438,35,136,387,10/01/2015,03/31/2016
72,34029,OASIS BEHAVIORAL HEALTH HOSPITAL,2190 NORTH GRACE BOULEVARD ,CHANDLER,AZ,85225,Maricopa,0.01,6.53,26337.0,0.03,19.83,26337,,0,0,98.98%,486,491,98.78%,485,491,99.45%,362,364,99.15%,350,353,92.55%,149,161,82.61%,133,161,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,37.84%,14,37,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,91.03%,264,290,55,191,349,10/01/2015,03/31/2016
73,34030,PALO VERDE BEHAVIORAL HEALTH,2695 NORTH CRAYCROFT ROAD ,TUCSON,AZ,85712,Pima,0.08,30.33,15047.0,0.11,38.71,15047,,Not Available,Not Available,94.43%,542,574,84.84%,487,574,96.34%,553,574,97.91%,562,574,85.11%,263,309,70.23%,217,309,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.00%,52,100,32.00%,32,100,07/01/2014,06/30/2015,80.24%,337,420,85,219,258,10/01/2015,03/31/2016
74,34031,QUAIL RUN BEHAVIORAL HEALTH,2545 WEST QUAIL AVENUE ,PHOENIX,AZ,85027,Maricopa,0.02,7.62,15263.0,0.01,4.23,15263,,Not Available,Not Available,99.87%,758,759,99.74%,757,759,100.00%,461,461,100.00%,461,461,98.85%,172,174,69.54%,121,174,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,87.86%,340,387,28,52,184,10/01/2015,03/31/2016
75,40002,JOHNSON REGIONAL MEDICAL CENTER,PO BOX 738 ,CLARKSVILLE,AR,72830,Not Available,0.04,4.43,4140.0,0.01,1.43,4140,,Not Available,Not Available,97.83%,270,276,94.20%,260,276,99.24%,261,263,100.00%,263,263,86.96%,40,46,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,75.86%,22,29,68.97%,20,29,07/01/2014,06/30/2015,97.32%,145,149,97,37,38,10/01/2015,03/31/2016
76,40014,WHITE COUNTY MEDICAL CENTER,3214 E RACE AVE ,SEARCY,AR,72143,White,0.01,1.47,6550.0,0.0,.6,6550,32.35,11,34,97.53%,434,445,84.04%,374,445,96.10%,444,462,96.17%,502,522,88.79%,95,107,41.12%,44,107,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,74.29%,26,35,65.71%,23,35,07/01/2014,06/30/2015,94.20%,211,224,63,212,335,10/01/2015,03/31/2016
77,40015,MENA REGIONAL HEALTH SYSTEM,311 MORROW ST N ,MENA,AR,71953,Polk,0.7,39.78,2383.0,0.46,26.16,2383,,Not Available,Not Available,97.89%,186,190,97.89%,186,190,92.74%,166,179,86.59%,155,179,43.75%,14,32,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,96.70%,88,91,56,27,48,10/01/2015,03/31/2016
78,40017,NORTH ARKANSAS REGIONAL MEDICAL CENTER,620 N MAIN ST ,HARRISON,AR,72601,Boone,0.0,0.0,545.0,0.0,0,545,,0,0,99.39%,162,163,98.77%,161,163,98.29%,115,117,100.00%,107,107,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,85,85,100,37,37,10/01/2015,03/31/2016
79,40019,FORREST CITY MEDICAL CENTER,1601 NEW CASTLE RD ,FORREST CITY ,AR,72335,Not Available,0.0,0.0,2177.0,0.0,0,2177,,Not Available,Not Available,91.40%,170,186,89.78%,167,186,99.38%,160,161,98.69%,151,153,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.50%,74,80,72,26,36,10/01/2015,03/31/2016
80,40020,ST BERNARDS MEDICAL CENTER,PO BOX 9320 ,JONESBORO,AR,72403,Not Available,0.0,0.0,1966.0,0.0,0,1966,,Not Available,Not Available,98.35%,238,242,97.93%,237,242,100.00%,99,99,98.99%,98,99,80.65%,25,31,0.00%,0,31,Yes,Certified EHR Technology,No,01/01/2015,12/31/2015,41.03%,16,39,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,141,141,100,120,120,10/01/2015,03/31/2016
81,40026,ST VINCENT HOT SPRINGS,300 WERNER ST PO BOX 29001,HOT SPRINGS,AR,71903,Garland,0.0,0.0,5266.0,0.2,25,5266,,Not Available,Not Available,66.21%,192,290,62.41%,181,290,96.32%,288,299,86.75%,275,317,61.19%,41,67,43.28%,29,67,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,42.86%,15,35,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,97.40%,75,77,100,525,525,10/01/2015,03/31/2016
82,40027,BAXTER REGIONAL MEDICAL CENTER,624 HOSPITAL DR ,MOUNTAIN HOME,AR,72653,Baxter,0.0,0.0,3225.0,0.0,0,3225,,Not Available,Not Available,31.21%,88,282,16.67%,47,282,Not Available,Not Available,Not Available,99.60%,246,247,46.30%,25,54,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,48.89%,22,45,33.33%,15,45,07/01/2014,06/30/2015,97.78%,176,180,70,26,37,10/01/2015,03/31/2016
83,40074,NORTH METRO MEDICAL CENTER,1400 BRADEN STREET ,JACKSONVILLE,AR,72076,Pulaski,,0.0,0.0,,0,0,96.25,77,80,91.41%,234,256,90.63%,232,256,99.25%,396,399,100.00%,400,400,94.44%,34,36,58.33%,21,36,No,Paper or Other Form,No,01/01/2015,12/31/2015,48.98%,24,49,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,229,229,85,61,72,10/01/2015,03/31/2016
84,40029,CONWAY REGIONAL MEDICAL CENTER,2302 COLLEGE AVE ,CONWAY,AR,72034,Not Available,0.0,0.0,2226.0,0.0,0,2226,,Not Available,Not Available,98.44%,189,192,98.44%,189,192,100.00%,229,229,99.56%,228,229,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,No,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,92.17%,106,115,49,17,35,10/01/2015,03/31/2016
85,40047,FIVE RIVERS MEDICAL CENTER,2801 MEDICAL CENTER DR ,POCAHONTAS,AR,72455,Randolph,0.0,0.0,3633.0,0.19,11.75,2633,,Not Available,Not Available,97.68%,295,302,95.70%,289,302,98.34%,297,302,99.01%,299,302,97.92%,47,48,Not Available,Not Available,Not Available,No,Certified EHR Technology,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,92,24,26,10/01/2015,03/31/2016
86,40055,SPARKS REGIONAL MEDICAL CENTER,1001 TOWSON AVENUE ,FORT SMITH,AR,72901,Sebastian,0.02,1.33,3277.0,0.0,0,3277,,Not Available,Not Available,100.00%,278,278,100.00%,278,278,100.00%,321,321,100.00%,318,318,92.68%,38,41,Not Available,Not Available,Not Available,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.45%,191,194,66,25,38,10/01/2015,03/31/2016
87,40071,JEFFERSON REGIONAL MEDICAL CENTER,1600 W 40TH AVE ,PINE BLUFF,AR,71603,Jefferson,0.0,0.0,3119.0,0.0,0,3119,,Not Available,Not Available,99.36%,464,467,94.22%,440,467,100.00%,467,467,100.00%,467,467,91.42%,277,303,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,66.67%,44,66,46.97%,31,66,07/01/2014,06/30/2015,16.67%,39,234,100,15,15,10/01/2015,03/31/2016
88,40072,BAPTIST HEALTH MEDICAL CENTER-STUTTGART,1703 N BUERKLE ST ,STUTTGART,AR,72160,Arkansas,,,,,Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
89,40078,NATIONAL PARK MEDICAL CENTER,1910 MALVERN AVE ,HOT SPRINGS,AR,71901,Garland,0.0,0.0,3259.0,0.0,0,3259,,Not Available,Not Available,97.58%,202,207,96.62%,200,207,100.00%,192,192,99.48%,192,193,90.00%,18,20,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,91.95%,80,87,97,37,38,10/01/2015,03/31/2016
90,40084,SALINE MEMORIAL HOSPITAL,1 MEDICAL PARK DR ,BENTON,AR,72015,Saline,,0.0,0.0,,0,0,,Not Available,Not Available,43.10%,103,239,42.26%,101,239,96.44%,244,253,92.83%,220,237,65.22%,30,46,Not Available,Not Available,Not Available,No,Paper or Other Form,No,01/01/2015,12/31/2015,39.47%,15,38,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,74.19%,92,124,98,54,55,10/01/2015,03/31/2016
91,40114,BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK,9601 INTERSTATE 630 EXIT 7 ,LITTLE ROCK,AR,72205,Pulaski,0.0,0.0,4745.0,0.0,0,4745,,Not Available,Not Available,82.25%,190,231,77.49%,179,231,Not Available,Not Available,Not Available,96.25%,359,373,47.06%,24,51,37.25%,19,51,No,Certified EHR Technology,Yes,01/01/2015,12/31/2015,51.61%,16,31,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,99.47%,189,190,90,28,31,10/01/2015,03/31/2016
92,40119,WHITE RIVER MEDICAL CENTER,PO BOX 2197 ,BATESVILLE,AR,72503,Not Available,0.37,30.75,3491.0,0.07,5.58,3491,,Not Available,Not Available,99.50%,399,401,99.25%,398,401,99.72%,351,352,100.00%,338,338,97.06%,66,68,58.82%,40,68,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,38.46%,15,39,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,185,185,Not Available,Not Available,Not Available,10/01/2015,03/31/2016
93,40132,LEVI HOSPITAL,300 PROSPECT AVE ,HOT SPRINGS,AR,71901,Garland,0.5,78.42,6577.0,0.02,2.55,6577,93.1,27,29,90.76%,275,303,98.91%,272,275,100.00%,78,78,98.72%,77,78,100.00%,51,51,98.04%,50,51,No,Paper or Other Form,No,01/01/2015,12/31/2015,49.22%,95,193,26.94%,52,193,07/01/2014,06/30/2015,11.14%,78,700,74,51,69,10/01/2015,03/31/2016
94,40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN ,HOPE,AR,71801,Hempstead,0.0,0.0,1798.0,0.0,0,1798,,Not Available,Not Available,99.33%,148,149,97.32%,145,149,98.65%,146,148,97.97%,145,148,95.45%,42,44,86.36%,38,44,No,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,98.55%,68,69,100,15,15,10/01/2015,03/31/2016
95,41302,RIVER VALLEY MEDICAL CENTER,200 N 3RD ST ,DARDANELLE,AR,72834,Yell,2.64,183.25,2893.0,0.0,0,2893,,Not Available,Not Available,90.61%,193,213,89.20%,190,213,Not Available,Not Available,Not Available,89.60%,181,202,Not Available,Not Available,Not Available,0.00%,0,202,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,55.00%,11,20,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,58.42%,59,101,55,26,47,10/01/2015,03/31/2016
96,41323,ASHLEY COUNTY MEDICAL CENTER,1015 UNITY RD PO BOX 400,CROSSETT,AR,71635,Ashley,0.0,0.0,2249.0,0.0,0,2249,,Not Available,Not Available,98.35%,119,121,98.35%,119,121,99.17%,120,121,100.00%,121,121,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Certified EHR Technology,Yes,01/01/2015,12/31/2015,80.77%,21,26,46.15%,12,26,07/01/2014,06/30/2015,40.68%,24,59,100,77,77,10/01/2015,03/31/2016
97,41327,BRADLEY COUNTY MEDICAL CENTER,404 S BRADLEY ST ,WARREN,AR,71671,Bradley,0.0,0.0,2255.0,0.0,0,2255,,Not Available,Not Available,99.49%,197,198,100.00%,198,198,0.00%,0,198,100.00%,198,198,0.00%,0,20,0.00%,0,20,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,50.00%,13,26,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,0.00%,0,101,100,22,22,10/01/2015,03/31/2016
98,44004,VISTA HEALTH FAYETTEVILLE,4253 N CROSSOVER RD PO BOX 9240,FAYETTEVILLE,AR,72703,Washington,0.15,157.68,44653.0,0.49,526.37,44653,,Not Available,Not Available,93.87%,674,718,93.18%,669,718,98.28%,286,291,65.36%,200,306,66.67%,42,63,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,39.61%,61,154,14.94%,23,154,07/01/2014,06/30/2015,67.37%,192,285,55,300,544,10/01/2015,03/31/2016
99,44005,BRIDGEWAY HOSPITAL,21 BRIDGEWAY RD ,NORTH LITTLE ROCK,AR,72118,Pulaski,0.05,30.71,27980.0,0.1,65.73,27980,,Not Available,Not Available,96.33%,1209,1255,94.98%,1192,1255,100.00%,396,396,99.75%,394,395,75.89%,214,282,0.00%,0,282,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,49.24%,228,463,20.95%,97,463,07/01/2014,06/30/2015,82.01%,383,467,99,336,340,10/01/2015,03/31/2016
100,44006,VALLEY BEHAVIORAL HEALTH SYSTEM,10301 MAYO RD ,BARLING,AR,72923,Sebastian,0.04,23.18,25054.0,0.34,207.28,25054,,Not Available,Not Available,99.58%,711,714,99.44%,710,714,98.57%,276,280,99.28%,277,279,99.15%,116,117,95.73%,112,117,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,52.15%,97,186,17.74%,33,186,07/01/2014,06/30/2015,83.50%,253,303,64,276,434,10/01/2015,03/31/2016
101,44007,RIVENDELL BEHAVIORAL HEALTH SERVICES,100 RIVENDELL DR ,BENTON,AR,72019,Saline,0.04,19.71,20099.0,0.06,29.93,20099,,Not Available,Not Available,96.91%,848,875,95.77%,838,875,96.04%,218,227,97.80%,222,227,28.99%,40,138,17.39%,24,138,Yes,Paper or Other Form,Yes,01/01/2015,12/31/2015,40.54%,75,185,15.68%,29,185,07/01/2014,06/30/2015,97.33%,364,374,75,135,181,10/01/2015,03/31/2016
102,44011,ARKANSAS STATE HOSPITAL,305 S PALM STREET ,LITTLE ROCK,AR,72205,Pulaski,0.1,155.88,65662.0,0.21,323.92,65662,89.32,92,103,96.83%,397,410,95.61%,392,410,96.64%,374,387,91.47%,354,387,65.97%,126,191,52.36%,100,191,No,Paper or Other Form,Yes,01/01/2015,12/31/2015,47.17%,25,53,20.75%,11,53,07/01/2014,06/30/2015,98.95%,94,95,100,682,685,10/01/2015,03/31/2016
103,44017,UNITED METHODIST BEHAVIORAL HOSPITAL,1601 MURPHY DR ,MAUMELLE,AR,72113,Pulaski,0.14,55.3,15900.0,0.26,98.88,15900,100.0,32,32,99.75%,1596,1600,97.63%,1562,1600,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Yes,Paper or Other Form,No,01/01/2015,12/31/2015,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,07/01/2014,06/30/2015,100.00%,305,305,59,124,209,10/01/2015,03/31/2016
